tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross,mpaa_rating,month
tt2387589,The Girl on the Train,2013,80.0,['Thriller'],8000000.0,3124.0,R,2.0
tt2388637,Ain't Them Bodies Saints,2013,96.0,"['Crime', 'Drama', 'Romance']",4000000.0,1031243.0,R,8.0
tt2388715,Oculus,2013,104.0,"['Horror', 'Mystery']",5000000.0,44459951.0,R,4.0
tt2388759,The Bounceback,2013,91.0,"['Comedy', 'Romance']",,6047.0,R,2.0
tt2389182,Cheap Thrills,2013,88.0,"['Comedy', 'Crime', 'Drama']",200000.0,59424.0,Unrated,3.0
tt2390361,Enough Said,2013,93.0,"['Comedy', 'Drama', 'Romance']",8000000.0,25288872.0,PG-13,10.0
tt2390962,The Unknown Known,2013,103.0,"['Biography', 'Documentary', 'History']",,301604.0,PG-13,8.0
tt2393845,Kill Me Three Times,2014,90.0,"['Action', 'Comedy', 'Crime']",,101807.0,R,4.0
tt2394063,Too Late,2015,107.0,"['Drama', 'Mystery', 'Thriller']",,60438.0,Unrated,4.0
tt2395427,Avengers: Age of Ultron,2015,141.0,"['Action', 'Adventure', 'Sci-Fi']",250000000.0,1402809540.0,PG-13,5.0
tt2396566,Twenty Feet from Stardom,2013,91.0,"['Documentary', 'Music']",1000000.0,5839368.0,PG-13,7.0
tt2396589,Mudbound,2017,134.0,"['Drama', 'War']",10000000.0,85955.0,R,11.0
tt2398241,Smurfs: The Lost Village,2017,90.0,"['Adventure', 'Animation', 'Comedy']",60000000.0,197183546.0,PG,4.0
tt2400336,Hating Breitbart,2012,85.0,['Documentary'],1000000.0,81432.0,R,10.0
tt2400463,The Invitation,2015,100.0,"['Drama', 'Horror', 'Mystery']",1000000.0,354835.0,Unrated,4.0
tt2401007,Desperate Acts of Magic,2013,86.0,['Comedy'],,7373.0,Unrated,5.0
tt2401097,Tracers,2015,94.0,"['Action', 'Crime', 'Drama']",11000000.0,3340503.0,PG-13,3.0
tt2401807,Tokarev,2014,98.0,"['Action', 'Crime', 'Thriller']",15000000.0,2424381.0,Unrated,5.0
tt2402101,Dark Places,2015,113.0,"['Action', 'Drama', 'Mystery']",20000000.0,5090852.0,R,6.0
tt2402114,Forgive - Don't Forget,2018,69.0,"['Documentary', 'History', 'War']",,128000.0,PG,7.0
tt2402157,The November Man,2014,108.0,"['Action', 'Crime', 'Thriller']",15000000.0,39661919.0,R,8.0
tt2402985,Ping Pong Summer,2014,92.0,"['Comedy', 'Drama', 'Sport']",,52909.0,Unrated,6.0
tt2403021,The Green Inferno,2013,100.0,"['Adventure', 'Horror']",5000000.0,12666449.0,R,9.0
tt2403029,The Starving Games,2013,83.0,"['Comedy', 'Sci-Fi']",4500000.0,3906308.0,PG-13,11.0
tt2403558,Catch Hell,2014,98.0,"['Crime', 'Drama', 'Thriller']",2500000.0,37166.0,Unrated,10.0
tt2404233,Gods of Egypt,2016,127.0,"['Action', 'Adventure', 'Fantasy']",140000000.0,150680864.0,PG-13,2.0
tt2404435,The Magnificent Seven,2016,132.0,"['Action', 'Adventure', 'Western']",90000000.0,162360636.0,PG-13,9.0
tt2404463,The Heat,2013,117.0,"['Action', 'Comedy', 'Crime']",43000000.0,229930771.0,R,6.0
tt2404555,Copperhead,2013,120.0,['Drama'],12000000.0,171740.0,PG-13,6.0
tt2404645,The Men Next Door,2012,84.0,"['Comedy', 'Drama', 'Romance']",,3699.0,Unrated,7.0
tt2405372,Stand Clear of the Closing Doors,2013,102.0,['Drama'],,17282.0,Unrated,4.0
tt2405792,Elaine Stritch: Shoot Me,2013,81.0,['Documentary'],,327452.0,Unrated,4.0
tt2406306,A Bit of Bad Luck,2014,86.0,"['Comedy', 'Drama', 'Thriller']",1000000.0,18089.0,Unrated,4.0
tt2406422,Walking the Camino: Six Ways to Santiago,2013,84.0,"['Adventure', 'Documentary']",375000.0,1128878.0,Unrated,2.0
tt2406566,Atomic Blonde,2017,115.0,"['Action', 'Mystery', 'Thriller']",30000000.0,100014025.0,R,7.0
tt2406572,Anita Ho,2012,84.0,"['Comedy', 'Family', 'Romance']",,2250.0,Unrated,12.0
tt2407380,Test,2013,89.0,['Drama'],250000.0,18823.0,R,6.0
tt2413338,Abducted,2013,96.0,"['Horror', 'Sci-Fi', 'Thriller']",,209271.0,Unrated,9.0
tt2415458,The Wolfpack,2015,90.0,"['Biography', 'Documentary']",,1414140.0,R,7.0
tt2416376,Swim Little Fish Swim,2013,95.0,"['Comedy', 'Drama', 'Music']",70000.0,75504.0,Unrated,3.0
tt2420006,12 O'Clock Boys,2013,76.0,"['Biography', 'Crime', 'Documentary']",,82614.0,R,1.0
tt2421328,A Reason,2014,112.0,['Drama'],,15792.0,R,6.0
tt2421956,Butterfly Girl,2014,78.0,['Documentary'],180000.0,17503.0,Unrated,3.0
tt2422276,This Last Lonely Place,2014,85.0,"['Crime', 'Drama', 'Thriller']",,20507.0,Unrated,4.0
tt2430104,After Tiller,2013,85.0,"['Biography', 'Documentary', 'Drama']",,72125.0,PG-13,1.0
tt2433040,Beyond the Mask,2015,103.0,"['Action', 'Adventure', 'Drama']",,1236094.0,PG,4.0
tt2435458,Last Weekend,2014,94.0,"['Comedy', 'Drama']",,27053.0,Unrated,6.0
tt2436386,Project Almanac,2015,106.0,"['Drama', 'Mystery', 'Sci-Fi']",12000000.0,33213241.0,PG-13,1.0
tt2436682,The Duel,2016,110.0,"['Drama', 'Western']",10000000.0,20672.0,R,6.0
tt2437548,Goodbye to All That,2014,87.0,"['Comedy', 'Drama', 'Romance']",,16986.0,Unrated,12.0
tt2444946,Girl Rising,2013,101.0,"['Documentary', 'Drama']",,1727259.0,PG-13,3.0
tt2446980,Joy,2015,124.0,['Drama'],60000000.0,101134059.0,PG-13,12.0
tt2450186,V/H/S/2,2013,96.0,"['Horror', 'Thriller']",,805574.0,R,6.0
tt2450440,The Last of Robin Hood,2013,94.0,"['Biography', 'Drama', 'Romance']",,288545.0,R,4.0
tt2451742,Running from Crazy,2013,100.0,"['Biography', 'Documentary', 'Drama']",,33300.0,Unrated,1.0
tt2452042,The Peanuts Movie,2015,88.0,"['Adventure', 'Animation', 'Comedy']",99000000.0,246233113.0,G,11.0
tt2452244,Isn't It Romantic,2019,89.0,"['Comedy', 'Fantasy', 'Romance']",31000000.0,48791187.0,PG-13,2.0
tt2458776,Bears,2014,78.0,['Documentary'],5000000.0,21316745.0,G,4.0
tt2458876,The Principle,2014,90.0,"['Documentary', 'News', 'Thriller']",,89543.0,PG,10.0
tt2458912,Gringo Trails,2013,79.0,"['Adventure', 'Documentary', 'Drama']",,8349.0,Unrated,1.0
tt2460506,Mi America,2015,90.0,"['Crime', 'Drama']",2100000.0,3330.0,R,10.0
tt2461150,Masterminds,2016,95.0,"['Action', 'Biography', 'Comedy']",25000000.0,29674699.0,PG-13,9.0
tt2461226,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,85.0,"['Documentary', 'Family', 'History']",,52458.0,Unrated,6.0
tt2461520,Man Down,2015,90.0,"['Drama', 'Thriller']",,167085.0,R,12.0
tt2463154,Posthumous,2014,94.0,"['Comedy', 'Drama', 'Romance']",,18091.0,Unrated,3.0
tt2463288,Walk of Shame,2014,95.0,['Comedy'],,8122990.0,R,5.0
tt2463512,Hateship Loveship,2013,104.0,"['Drama', 'Romance']",5000000.0,83008.0,R,4.0
tt2465140,The Single Moms Club,2014,111.0,"['Comedy', 'Drama']",8000000.0,16365451.0,PG-13,3.0
tt2465146,And So It Goes,2014,94.0,"['Comedy', 'Drama', 'Romance']",18000000.0,25419147.0,PG-13,7.0
tt2466654,Smiling Through the Apocalypse,2013,99.0,"['Biography', 'Documentary', 'History']",,4560.0,Unrated,9.0
tt2466830,The Short Game,2013,99.0,"['Documentary', 'Sport']",,39819.0,PG,9.0
tt2467046,Left Behind,2014,110.0,"['Action', 'Drama', 'Fantasy']",16000000.0,27405896.0,PG-13,10.0
tt2467442,K2: Siren of the Himalayas,2012,75.0,['Documentary'],210000.0,12959.0,Unrated,11.0
tt2473510,Paranormal Activity: The Ghost Dimension,2015,88.0,"['Horror', 'Mystery', 'Thriller']",10000000.0,78903124.0,R,10.0
tt2473682,Paranormal Activity: The Marked Ones,2014,84.0,"['Horror', 'Mystery', 'Thriller']",5000000.0,90894962.0,R,1.0
tt2473762,Before You Know It,2013,110.0,"['Biography', 'Documentary', 'Drama']",,6717.0,Unrated,5.0
tt2474024,The Last Five Years,2014,94.0,"['Comedy', 'Drama', 'Musical']",3500000.0,292092.0,PG-13,10.0
tt2479800,Palo Alto,2013,100.0,['Drama'],,919591.0,R,5.0
tt2481202,Anita,2013,95.0,"['Documentary', 'History']",,176979.0,Unrated,5.0
tt2481246,Caucus,2013,104.0,['Documentary'],,10645.0,Unrated,11.0
tt2481480,Rob the Mob,2014,104.0,"['Crime', 'Drama']",,209613.0,R,3.0
tt2481498,"Extremely Wicked, Shockingly Evil and Vile",2019,110.0,"['Biography', 'Crime', 'Drama']",,9816572.0,R,5.0
tt2482856,The Church,2018,81.0,"['Horror', 'Thriller']",1000000.0,772000.0,PG-13,7.0
tt2484530,Amapola,2014,85.0,"['Comedy', 'Drama', 'Fantasy']",,165074.0,R,12.0
tt2486678,5 to 7,2014,95.0,"['Comedy', 'Drama', 'Romance']",,674579.0,R,4.0
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,136.0,"['Action', 'Adventure', 'Fantasy']",245000000.0,2069521700.0,PG-13,12.0
tt2488778,The Keeping Room,2014,95.0,"['Drama', 'Western']",,73922.0,R,9.0
tt2489734,The Trials of Muhammad Ali,2013,86.0,"['Biography', 'Documentary', 'Sport']",,59081.0,Unrated,5.0
tt2490326,Cooties,2014,88.0,"['Action', 'Comedy', 'Horror']",,485544.0,R,9.0
tt2492002,The Homestretch,2014,90.0,['Documentary'],,17306.0,Unrated,4.0
tt2492916,Muscle Shoals,2013,111.0,"['Biography', 'Documentary', 'History']",,709415.0,PG,1.0
tt2494280,Stretch,2014,94.0,"['Comedy', 'Crime']",5000000.0,4833.0,R,10.0
tt2494362,Bone Tomahawk,2015,132.0,"['Adventure', 'Drama', 'Horror']",1800000.0,382579.0,Unrated,10.0
tt2499414,Best Night Ever,2013,90.0,['Comedy'],,289511.0,R,12.0
tt2503154,The Den,2013,81.0,"['Horror', 'Mystery']",500000.0,410129.0,R,3.0
tt2503944,Burnt,2015,101.0,"['Comedy', 'Drama']",20000000.0,36606743.0,R,10.0
tt2503954,Broken Horses,2015,101.0,"['Action', 'Crime', 'Drama']",15000000.0,30288.0,R,4.0
tt2504022,Narco Cultura,2013,103.0,['Documentary'],,163690.0,R,1.0
tt2505856,Infliction,2014,100.0,['Horror'],,5875.0,Unrated,3.0
tt2507128,Year of the Living Dead,2013,76.0,['Documentary'],,9802.0,Unrated,10.0
tt2507280,Mr. Jones,2013,84.0,"['Drama', 'Horror', 'Thriller']",,90388.0,PG-13,5.0
tt2509850,The Rewrite,2014,107.0,"['Comedy', 'Romance']",,4453524.0,Unrated,2.0
tt2510028,Frontera,2014,103.0,"['Drama', 'Thriller', 'Western']",,59696.0,PG-13,7.0
tt2510434,Alien Abduction,2014,85.0,"['Horror', 'Sci-Fi', 'Thriller']",,82725.0,Unrated,4.0
tt2510894,Hotel Transylvania 2,2015,89.0,"['Animation', 'Comedy', 'Family']",80000000.0,474800000.0,PG,9.0
tt2511428,Cold Comes the Night,2013,90.0,"['Crime', 'Drama', 'Thriller']",,24732.0,R,1.0
tt2515034,The Gunman,2015,115.0,"['Action', 'Crime', 'Drama']",40000000.0,24177137.0,R,3.0
tt2515086,One Direction: This Is Us,2013,92.0,"['Documentary', 'Music']",10000000.0,68567841.0,PG,8.0
tt2515164,Redwood Highway,2013,90.0,['Drama'],,134049.0,PG-13,4.0
tt2516274,The Winding Stream,2014,90.0,"['Biography', 'Documentary', 'Family']",,33420.0,Unrated,3.0
tt2516424,Dying to Know: Ram Dass & Timothy Leary,2014,95.0,"['Biography', 'Documentary', 'History']",,16397.0,Unrated,8.0
tt2517044,The Song,2014,116.0,"['Drama', 'Music', 'Romance']",,1009620.0,PG-13,9.0
tt2518370,The One I Wrote for You,2014,110.0,"['Drama', 'Family', 'Music']",,58872.0,PG,12.0
tt2520398,Assaulted: Civil Rights Under Fire,2013,79.0,['Documentary'],175000.0,6905.0,PG-13,6.0
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,152.0,"['Action', 'Adventure', 'Fantasy']",317000000.0,1332698830.0,PG-13,12.0
tt2528814,God's Not Dead,2014,113.0,['Drama'],2000000.0,64676349.0,PG,3.0
tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,106.0,"['Documentary', 'Music']",,12283966.0,Unrated,9.0
tt2531334,Keep Watching,2017,89.0,"['Horror', 'Thriller']",5000000.0,94178.0,R,10.0
tt2531344,Blockers,2018,102.0,['Comedy'],21000000.0,94019120.0,R,4.0
tt2532528,Dirty Wars,2013,87.0,"['Crime', 'Documentary', 'Drama']",,416853.0,Unrated,1.0
tt2534514,District of Corruption,2012,70.0,['Documentary'],,31954.0,Unrated,10.0
tt2537176,I Spit on Your Grave 2,2013,106.0,"['Horror', 'Thriller']",,678604.0,R,9.0
tt2537390,Slow Learners,2015,96.0,"['Comedy', 'Romance']",,22272.0,Unrated,8.0
tt2539720,Herb & Dorothy 50X50,2013,87.0,"['Biography', 'Documentary', 'News']",,38933.0,Unrated,9.0
tt2540136,Paradise Club,2016,93.0,"['Drama', 'History']",,22381.0,R,8.0
tt2543164,Arrival,2016,116.0,"['Drama', 'Mystery', 'Sci-Fi']",47000000.0,203388186.0,PG-13,11.0
tt2543472,Wonder,2017,113.0,"['Drama', 'Family']",20000000.0,306209289.0,PG,11.0
tt2544734,Bullet,2014,87.0,"['Action', 'Crime', 'Thriller']",3000000.0,23730.0,Unrated,2.0
tt2545088,American Promise,2013,135.0,['Documentary'],,146702.0,PG,1.0
tt2545118,Blackfish,2013,83.0,"['Documentary', 'Drama']",,2303417.0,PG-13,1.0
tt2545428,Meru,2015,90.0,"['Action', 'Adventure', 'Documentary']",,2334228.0,R,8.0
tt2547172,Larry Gaye: Renegade Male Flight Attendant,2015,99.0,['Comedy'],,71021.0,R,6.0
tt2547632,The Only Real Game,2013,82.0,"['Documentary', 'Sport']",,5384.0,Unrated,5.0
tt2548738,Rich Hill,2014,91.0,"['Biography', 'Documentary', 'Drama']",,111376.0,Unrated,8.0
tt2551396,Come Back to Me,2014,90.0,"['Fantasy', 'Horror', 'Mystery']",,7744.0,R,7.0
tt2554274,Crimson Peak,2015,119.0,"['Drama', 'Fantasy', 'Horror']",55000000.0,74679822.0,R,10.0
tt2554648,Spark: A Burning Man Story,2013,90.0,"['Action', 'Biography', 'Documentary']",,120459.0,Unrated,8.0
tt2555268,Maidentrip,2013,82.0,"['Adventure', 'Biography', 'Documentary']",,68243.0,Unrated,3.0
tt2555652,Forever,2015,94.0,['Drama'],,1598.0,R,9.0
tt2557276,Against the Sun,2014,100.0,"['Adventure', 'Biography', 'Drama']",,4698.0,PG,1.0
tt2557490,A Million Ways to Die in the West,2014,116.0,"['Comedy', 'Western']",40000000.0,87189756.0,R,5.0
tt2560632,Kiss the Water,2013,80.0,"['Animation', 'Biography', 'Documentary']",,13295.0,Unrated,4.0
tt2561572,Get Hard,2015,100.0,"['Comedy', 'Crime']",40000000.0,111711453.0,R,3.0
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119.0,"['Comedy', 'Drama']",18000000.0,103215094.0,R,11.0
tt2567026,Alice Through the Looking Glass,2016,113.0,"['Adventure', 'Family', 'Fantasy']",170000000.0,299820798.0,PG,5.0
tt2568862,Going in Style,2017,96.0,"['Comedy', 'Crime']",25000000.0,84918541.0,PG-13,4.0
tt2570224,Two-Bit Waltz,2014,81.0,"['Comedy', 'Drama', 'Family']",,2540.0,R,4.0
tt2577636,Chatter,2015,81.0,"['Drama', 'Horror', 'Thriller']",,4531.0,R,5.0
tt2581244,Life After Beth,2014,89.0,"['Comedy', 'Fantasy', 'Horror']",2400000.0,274717.0,R,7.0
tt2581480,The Channel,2016,93.0,"['Drama', 'Horror', 'Thriller']",,18319.0,Unrated,3.0
tt2582426,Julia,2014,95.0,"['Horror', 'Thriller']",,2710.0,R,10.0
tt2582496,Me and Earl and the Dying Girl,2015,105.0,"['Comedy', 'Drama', 'Romance']",8000000.0,9074749.0,PG-13,7.0
tt2582502,Fathers & Daughters,2015,116.0,['Drama'],22400000.0,5587709.0,R,7.0
tt2582782,Hell or High Water,2016,102.0,"['Action', 'Crime', 'Drama']",12000000.0,37879877.0,R,8.0
tt2582784,Flower,2017,90.0,"['Comedy', 'Drama']",,380553.0,R,3.0
tt2582802,Whiplash,2014,106.0,"['Drama', 'Music']",3300000.0,49396747.0,R,1.0
tt2582846,The Fault in Our Stars,2014,126.0,"['Drama', 'Romance']",12000000.0,307166834.0,PG-13,6.0
tt2584018,Freedom,2014,94.0,"['Drama', 'Music']",5000000.0,842740.0,R,4.0
tt2587914,A Matter of Faith,2014,89.0,['Drama'],,680113.0,PG,10.0
tt2592614,Resident Evil: The Final Chapter,2016,107.0,"['Action', 'Horror', 'Sci-Fi']",40000000.0,312242626.0,R,1.0
tt2593392,Alive Inside,2014,78.0,"['Documentary', 'News']",600000.0,256682.0,Unrated,1.0
tt2597242,Home,2014,91.0,['Horror'],,74624.0,Unrated,8.0
tt2597760,The Outcasts,2017,95.0,['Comedy'],,61250.0,PG-13,4.0
tt2597892,Viral,2016,85.0,"['Drama', 'Horror', 'Sci-Fi']",,551760.0,R,7.0
tt2603600,Voiceless,2015,107.0,"['Drama', 'Thriller']",500000.0,419952.0,PG-13,10.0
tt2609758,A Madea Christmas,2013,100.0,"['Comedy', 'Drama', 'Romance']",25000000.0,53396635.0,PG-13,12.0
tt2609912,Kevin Hart: Let Me Explain,2013,75.0,"['Comedy', 'Documentary']",2500000.0,32318051.0,R,7.0
tt2610862,Design Is One: The Vignellis,2012,86.0,"['Biography', 'Documentary']",,16386.0,Unrated,10.0
tt2611160,A Beautiful Now,2015,90.0,"['Comedy', 'Drama', 'Music']",,1714.0,R,9.0
tt2611626,Force of Execution,2013,99.0,"['Action', 'Crime']",8000000.0,87122.0,R,12.0
tt2614776,City of Gold,2015,96.0,"['Biography', 'Documentary']",,680618.0,R,3.0
tt2620590,Leatherface,2017,90.0,"['Crime', 'Horror', 'Thriller']",,1476843.0,R,9.0
tt2624412,Boulevard,2014,88.0,['Drama'],,321787.0,R,7.0
tt2626350,Step Up All In,2014,112.0,"['Drama', 'Music', 'Romance']",45000000.0,86165646.0,PG-13,8.0
tt2630916,Pump!,2014,88.0,['Documentary'],2000000.0,89787.0,PG,9.0
tt2634200,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,2014,105.0,"['Documentary', 'Music']",133443.0,133443.0,Unrated,11.0
tt2635006,The Retrieval,2013,92.0,"['Adventure', 'Drama', 'Western']",,50257.0,R,4.0
tt2636522,The Unbelievers,2013,77.0,['Documentary'],,14400.0,Unrated,12.0
tt2637276,Ted 2,2015,115.0,['Comedy'],68000000.0,215863606.0,R,6.0
tt2637294,Hot Tub Time Machine 2,2015,93.0,"['Comedy', 'Mystery', 'Sci-Fi']",14000000.0,13081651.0,R,2.0
tt2637378,Match,2014,92.0,"['Comedy', 'Drama']",,2472166.0,R,1.0
tt2638144,Ben-Hur,2016,123.0,"['Action', 'Adventure', 'Drama']",100000000.0,94061311.0,PG-13,8.0
tt2639344,Love Is Strange,2014,94.0,"['Drama', 'Romance']",,3057388.0,R,1.0
tt2649554,Midnight Special,2016,112.0,"['Action', 'Drama', 'Mystery']",18000000.0,6740647.0,PG-13,3.0
tt2651214,American Mustang,2013,72.0,"['Documentary', 'Family', 'Western']",,48700.0,PG,10.0
tt2651724,Wastelander,2018,90.0,"['Action', 'Adventure', 'Sci-Fi']",,70045.0,R,2.0
tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,88.0,['Documentary'],500000.0,152791.0,Unrated,10.0
tt2656588,Buzzard,2014,97.0,"['Comedy', 'Drama', 'Horror']",,14591.0,Unrated,3.0
tt2660118,Split,2016,90.0,"['Comedy', 'Romance', 'Sport']",,278500000.0,PG,8.0
tt2660888,Star Trek Beyond,2016,122.0,"['Action', 'Adventure', 'Sci-Fi']",185000000.0,343471816.0,PG-13,7.0
tt2669336,Time Lapse,2014,104.0,"['Sci-Fi', 'Thriller']",,19572.0,Unrated,5.0
tt2671706,Fences,2016,139.0,['Drama'],24000000.0,64414761.0,PG-13,12.0
tt2673854,Midget Zombie Takeover,2013,73.0,"['Comedy', 'Horror']",2000.0,11006.0,Unrated,2.0
tt2674040,Keep on Keepin' On,2014,84.0,['Documentary'],,163745.0,R,4.0
tt2674430,Approaching the Unknown,2016,90.0,"['Drama', 'Sci-Fi', 'Thriller']",,10232.0,R,6.0
tt2679042,Hitman: Agent 47,2015,96.0,"['Action', 'Adventure', 'Crime']",35000000.0,82347656.0,R,8.0
tt2689966,Broadway Idiot,2013,81.0,"['Documentary', 'Music', 'Musical']",,27595.0,Unrated,3.0
tt2691580,The Oscar Nominated Short Films 2013: Live Action,2013,115.0,['Drama'],700000.0,2142342.0,R,2.0
tt2693580,Miss Stevens,2016,86.0,"['Comedy', 'Drama']",,138535.0,Unrated,9.0
tt2698966,Oliver's Deal,2015,99.0,"['Drama', 'Mystery', 'Thriller']",,51534.0,PG-13,7.0
tt2702724,The Boss,2016,99.0,['Comedy'],29000000.0,78844582.0,R,4.0
tt2704816,Who Took Johnny,2014,81.0,"['Biography', 'Documentary']",,16595.0,Unrated,1.0
tt2704998,Game Night,2018,100.0,"['Action', 'Comedy', 'Crime']",37000000.0,117679066.0,R,2.0
tt2707810,Submission,2017,106.0,['Drama'],,39985.0,R,10.0
tt2708254,Life of a King,2013,100.0,['Drama'],,44161.0,PG-13,6.0
tt2709606,Last Flight of the Champion,2013,88.0,"['Animation', 'Comedy', 'Family']",,2597.0,PG,8.0
tt2709768,The Secret Life of Pets,2016,87.0,"['Adventure', 'Animation', 'Comedy']",75000000.0,875458631.0,PG,7.0
tt2710368,Final: The Rapture,2013,90.0,['Thriller'],,124561.0,PG-13,9.0
tt2710614,American Made Movie,2013,82.0,"['Documentary', 'Drama', 'History']",,45175.0,G,8.0
tt2713180,Fury,2014,134.0,"['Action', 'Drama', 'War']",68000000.0,211822697.0,R,10.0
tt2714380,The Remaining,2014,88.0,"['Drama', 'Horror', 'Mystery']",,2297261.0,PG-13,9.0
tt2714900,Finding Vivian Maier,2013,83.0,"['Biography', 'Documentary', 'Mystery']",,2385956.0,Unrated,11.0
tt2717822,Blackhat,2015,133.0,"['Action', 'Crime', 'Thriller']",70000000.0,19652057.0,R,1.0
tt2718314,Dark Awakening,2014,95.0,"['Horror', 'Mystery', 'Thriller']",,367925.0,Unrated,7.0
tt2721960,Hot Water,2015,80.0,"['Documentary', 'Drama']",,12101.0,Unrated,4.0
tt2726552,A Kind of Murder,2016,95.0,"['Crime', 'Drama', 'Thriller']",,91149.0,R,12.0
tt2726560,The Longest Ride,2015,123.0,"['Drama', 'Romance']",34000000.0,62944815.0,PG-13,4.0
tt2729818,Southern Baptist Sissies,2013,138.0,['Drama'],,30160.0,Unrated,11.0
tt2731398,Fifi az khoshhali zooze mikeshad,2013,96.0,['Documentary'],,13614.0,Unrated,9.0
tt2732932,The Kill Team,2013,79.0,['Documentary'],,18983.0,R,4.0
tt2734552,You Don't Need Feet to Dance,2013,88.0,"['Biography', 'Documentary', 'Drama']",,1719.0,Unrated,3.0
tt2735292,L.A. Slasher,2015,86.0,"['Comedy', 'Crime', 'Drama']",10000.0,2421.0,R,6.0
tt2736254,Absence,2013,84.0,"['Horror', 'Sci-Fi', 'Thriller']",,1031.0,Unrated,7.0
tt2737310,Mistaken for Strangers,2013,75.0,"['Comedy', 'Documentary', 'Music']",,253285.0,Unrated,3.0
tt2737926,Always Watching: A Marble Hornets Story,2015,92.0,['Horror'],,714058.0,R,4.0
tt2749282,Papa Hemingway in Cuba,2015,110.0,"['Biography', 'Drama']",,1153690.0,R,4.0
tt2751310,Sex Ed,2014,92.0,"['Comedy', 'Romance']",,36842.0,Unrated,11.0
tt2752688,Rosewater,2014,103.0,"['Biography', 'Drama']",5000000.0,3171593.0,R,8.0
tt2752724,Money for Nothing: Inside the Federal Reserve,2013,104.0,"['Documentary', 'History', 'News']",,88045.0,Unrated,9.0
tt2752758,Devil's Due,2014,89.0,"['Horror', 'Mystery', 'Thriller']",7000000.0,36921560.0,R,1.0
tt2752772,Sinister 2,2015,97.0,"['Horror', 'Mystery', 'Thriller']",10000000.0,53329150.0,R,8.0
tt2756032,The One I Love,2014,91.0,"['Drama', 'Fantasy', 'Mystery']",100000.0,596933.0,R,8.0
tt2758890,Welcome to New York,2014,125.0,['Drama'],,324253.0,R,3.0
tt2758904,Search Party,2014,93.0,"['Adventure', 'Comedy']",20000000.0,118263.0,R,5.0
tt2759372,Code Black,2013,78.0,"['Documentary', 'Drama']",,190229.0,Unrated,6.0
tt2761118,Stevie Nicks: In Your Dreams,2013,112.0,['Documentary'],,103028.0,Unrated,4.0
tt2762738,Truth or Dare,2013,84.0,"['Horror', 'Thriller']",,95300000.0,Unrated,9.0
tt2771200,Beauty and the Beast,2017,129.0,"['Family', 'Fantasy', 'Musical']",160000000.0,1264434525.0,PG,3.0
tt2771372,Veronica Mars,2014,107.0,"['Crime', 'Drama', 'Mystery']",6000000.0,3485383.0,PG-13,3.0
tt2773246,Scotty and the Secret History of Hollywood,2017,98.0,"['Biography', 'Documentary']",,461689.0,Unrated,7.0
tt2776878,Thank You for Your Service,2017,109.0,"['Biography', 'Drama', 'War']",20000000.0,9995692.0,R,10.0
tt2780714,Antarctic Edge: 70° South,2015,72.0,"['Adventure', 'Documentary']",150000.0,7193.0,Unrated,6.0
tt2784512,Zombeavers,2014,77.0,"['Action', 'Adventure', 'Comedy']",,54985.0,R,3.0
tt2784678,Top Five,2014,102.0,"['Comedy', 'Romance']",12000000.0,26117471.0,R,12.0
tt2785390,America: Imagine the World Without Her,2014,105.0,['Documentary'],5000000.0,14444502.0,PG-13,7.0
tt2788512,Death Valley,2015,88.0,"['Crime', 'Drama', 'Mystery']",,5211.0,Unrated,10.0
tt2788710,The Interview,2014,112.0,['Comedy'],44000000.0,11782625.0,R,12.0
tt2788716,Welcome to Me,2014,87.0,"['Comedy', 'Drama']",,636819.0,R,5.0
tt2788732,Pete's Dragon,2016,102.0,"['Action', 'Adventure', 'Comedy']",65000000.0,143695338.0,PG,8.0
tt2793490,Starry Eyes,2014,98.0,"['Drama', 'Fantasy', 'Horror']",,10220.0,Unrated,11.0
tt2796678,The Opposite Sex,2014,97.0,['Comedy'],3300000.0,50206.0,Unrated,5.0
tt2799166,The Pyramid,2014,89.0,"['Action', 'Adventure', 'Horror']",6500000.0,16861137.0,R,12.0
tt2800038,Atlas Shrugged: Part III,2014,99.0,"['Drama', 'Mystery', 'Sci-Fi']",5000000.0,846704.0,PG-13,9.0
tt2800050,A Beautiful Planet,2016,46.0,['Documentary'],,25730120.0,G,4.0
tt2800400,Wild Canaries,2014,96.0,"['Comedy', 'Crime', 'Drama']",,19777.0,Unrated,2.0
tt2815720,Straight Outta Tompkins,2015,92.0,['Drama'],,8022.0,Unrated,3.0
tt2815902,The Childhood of a Leader,2015,115.0,['Drama'],3000000.0,245546.0,Unrated,7.0
tt2820852,Furious Seven,2015,137.0,"['Action', 'Crime', 'Thriller']",190000000.0,1515341399.0,PG-13,4.0
tt2823054,Mike and Dave Need Wedding Dates,2016,98.0,"['Adventure', 'Comedy', 'Romance']",33000000.0,77068246.0,R,7.0
